source_file,hunt_code,unit
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,18
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,27
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,30
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,8A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,8B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,9A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_ADOBE_modifiec_reconciled_dedup_with_codes_filled.csv,EB1002,9BD
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,10
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,12
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,13A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,13B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,16B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,17
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,20
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,23
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,24
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,25AB
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,25C/26
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,28
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1003,9C
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,10
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,11A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,11B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,12
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,15
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,18
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,27
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,30
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,8A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,8B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,9A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1001,9BD
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,10
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,11A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,11B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,12
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,15
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,18
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,27
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,30
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,8A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,8B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,9A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1010,9BD
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,10
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,12
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,13A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,13B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,16B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,17
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,20
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,23
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,24
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,25AB
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,25C/26
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,28
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1004,9C
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,10
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,11A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,11B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,12
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,15
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,16A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,18
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,19
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,21
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,27
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,30
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,8A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,8B
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,9A
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,EB1002,9BD
